partid,sich1d,sich2d,sich3d,sich4r,nati1d,nati2r,nati3d,nati4d,simi1d,simi2d,simi3r,simi4d,trutm1,trutm2,trutm3,trunm1,trunm2,trunm3,atnucl,atther,athydr,atgeot,atwind,trugo1,trugo2,trugo3,truco1,truco2,truco3,expval,expsrc,ttext1,ttext2,ttext3,ehydr1,ehydr2,ehydr3,ehydr4,ehydr5,ehydr6,ehydr7,ehydr8,acnucl,acther,achydr,acgeot,acwind,gender,ethnic,ageyea,edupar,polori,source
2555,-1,1,-2,-1,1,-1,-1,-2,2,2,2,0,-1,1,1,2,2,1,-3,-3,-1,0,3,0,0,-1,1,-1,-1,-1,0,1,1,1,-2,1,-2,-2,1,-2,-2,-2,-3,-3,-3,0,3,0,4,23,4,3,402
2556,3,1,2,0,3,-2,0,3,2,2,0,2,2,1,1,-2,-1,-1,-3,-2,-3,1,3,-1,-2,-2,-1,-3,-3,1,1,-2,-3,-2,-3,0,0,-3,1,0,-3,-3,-3,-3,-2,2,3, ,4,23,2,3,402
2557,0,-1,0,0,0,0,-1,0,2,3,1,0,0,0,0,0,0,0,-3,-2,-3,-2,0,-2,-2,-2,-3,-3,-3,1,0,-1,-1,-2,-1,2,0,-3,2,-1,-3,-2,-2,-2,-2,0,0,0,4,23,4,3,402
2559,-2,3,-3,3,3,-3,1,0,2,1,-1,-2,1,2,0,0,0,3,-3,-3,-3,3,3,0,0,-3,-3,-3,-3,0,1,-3,-3,-3,-3,3,-3,-3,3,-3,-3,-3,-3,-3,-3,3,3,0,3,22,4,6,402
2560,2,2,-2,0,2,0,-3,1,-1,-3,2,-2,3,1,1,0,-3,0,2,1,2,2,3,2,1,3,-1,0,-1,0,0,0,0,0,0,2,3,-1,1,2,1,2,2,0,2,0,3, ,5,20,7,6,402
2563,3,2,0,2,1,-3,-3,0,1,3,3,1,-3,-3,-3,-3,-3,-3,-2,-2,-2,2,2,-3,1,-3,-3,-1,-3,-1,1,1,1,1,-3,-2,0,-3,-3,-2,-2,-3,-3,-3,-3,2,3, ,4,26,2,4,402
2564,2,0,-1,0,2,-1,-1,-2,1,1,2,0,2,2,0,0,0,2,-3,0,-2,1,2,0,-1,0,0,-2,-2,-1,0,0,-2,-1,0,1,1,-3,1,-2,-2,0,-3,-3,-3,1,2,0,5,24,3,5,402
2566,3,2,-2,0,3,-3,-3,2,2,3,-1,-2,1,3,0,0,-1,3,-3,-3,-3,2,2,-3,-2,-3,-2,-3,-3,1,0,-1,-2,-3,-2,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,2,0,4,20,3,2,402
2567,-2,-3,-3,-2,2,-1,-3,-2,1,3,1,3,-1,0,-3,-1,0,1,-3,-3,-3,1,2,-3,-3,-3,-3,-3,-3,1,-1,-2,-3,-3,-3,-2,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,1, ,5,24,2,3,402
2568,2,1,2,2,3,-3,1,-1,2,3,3,-3,2,2,0,-1,0,-2,-3,-3,2,3,3,2,3,-1,-3,-2,-2,0,1,2,0,1,-1,1,0,-1,2,0,1,-2,-3,-3,-1,3,3,0,4,22,6,5,402
2569,2,2,0,1,3,-1,-1,3,-2,0,-2,-2,1,1,0,0,0,2,-2,-1,1,2,3,-2,-1,1,-2,1,-1,0,0,-1,1,-1,-2,1,1,-2,2,-1,-1,-2,-3,-1,-1,2,3,0,5,23,6,3,402
2572,1,1,0,0,0,-3,1,-1,0,1,0,1,0,0,0,0,0,1,-3,-1,-1,1,3,-2,-1,-2,-3,-3,-3,-1,1,2,2,1,-2,2,1,-3,1,-2,0,-1,-3,-1,-2,1,3, ,5,23,3,2,402
2574,2,1,-3,-3,3,-3,1,-1,3,3,3,3,1,1,1,1,1,1,-3,-3,-3,3,3,1,1,1,1,1,1,1,1,-3,-3,-3,2, ,1,-3,2,-3,-2,-3,-3,-3,-3,3,3,0,4,22,7,6,402
2575,3,2,2,1,2,-1,1,-1,1,2,-1,-3,-3,-1,1,0,0,3,-2,-2,-2,2,2,1,1,1,2,-3,-3,1,0,-1,-1,-1,-2,0,-1,-3,-1,-2,-1,-2,-3,-3,-3,2,2,0,5,20,3,3,402
2576,3,3,0,-2,1,-2,0,-1,-1,1,0,-1,2,2,0,1,0,1,1,-1,3,0,3,3,3,3,1,-1,-1,1,-1,0,0,-1,1,3,3,-1,3,0,2,2,1,-3,3,-2,3, ,4,23,5,6,402
2578,3,3,3,3,3,-3,0,1,3,3,3,-3,-1,-2,-2,1,1,-1,-3,-3,-3,-3,-3,0,0,-1,-1,-2,-2,0,0,2,2,2,-3,-2,1,-3,-3,-2,-2,-1,-3,-3,-3,-3,-3,0,4,24,6,2,402
2579,1,0,1,2,0,-2,1,0,-2,0,0,-2,2,0,1,0,1,2,-2,-3,-1,2,2,-2,0,1,-1,-1,-1,0,-1,-3,-2,-2,-1,0,0,-3,-2,-1,-2,-3,-3,-3,1,2,2,0,4,27,3,3,402
2580,3,2,1,2,0,-3,-1,0,2,2,3,1,-2,-1,-1,2,1,1,-2,-1,-3,1,3,-3,-3,-3,-3,-3,-3,-1,-1,2,2,0,-2,-2,-2,-3,0,-3,-3,-3,-3,-3,-3,2,3,0,2,22,3,2,402
2582,1,1,-2,0,2,-2,-2,0,0,1,0,-2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,0,1,1,0,-2,-2,-1,0,1,0,0,-1,-1,-1,-2,-1,0,-2,-2,-1,1,1,1,1, ,3,21,4,5,402
2583,2,1,0,0,1,-3,-3,-2,0,3,2,-1,1,3,0,3,0,-1,0,0,-1,0,3,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,0,1,1,-2,1,0,-2,0,-2,-1,-2,0,1,0,5,20,7,3,402
2584,-1,2,1,1,2,-3,-2,-2,1,3,1,-1,1,2,1,0,2,1,-2,1,-3,2,2,-3,-2,-2,-1,-1,-2,1,0,-2,-3,-3,-2,-2,-3,-3,-2,-2,-3,-3,-3,-1,-3,2,2,0,4,20,6,2,402
2585,3,2,-1,0,3,-3,1,0,2,2,2,2,2,1,1,0,0,1,-3,-3,0,2,3,1,2,1,2,0,0,1,-1,2,2,0,0,2,3,2,3,2,3,2,-3,-3,3,0,2,0,3,22,6,4,402
2587,1,1,1,-1,1,-1,1,1,0,1,-1,-1,3,2,2,2,2,2,-3,-2,0,2,2,-2,-2,-2,-3,-1,-3,0,0,2,2,2,0,1,1,0,1,1,0,1,-3,-2,1,2,2,0,6,23,4,5,402
69,2,2,2,2,3,-3,1,0,1,3,2,0,3,3,2,1,1,0,0,2,1,2,3,0,0,1,0,0,0,0,0,1,3,3,0,2,1,-3,-3,-3,-3,-3,-2,1,-2, , ,1,4,19,1,1,401
68,2,2,2,2,3,-3,-2,0,0,1,1,0,-1,1,1,0,0,-3,-3,0,2,0,3,1,1,1,1,-1,-1,-1,1,1,1,1,0,2,2,-2,2,-1,-1,-1,-3,0,2,0,3,1,4,20,4,3,401
67,2,2,3,-1,2,-3,0,0,1,1,1,0,-1,-1,0,0,0,-1,-1,0,1,2,3,-2,-2,-1,-2,-2,-2,0,0,1,0,0,-1,2,1,-2,2,-1,1,-1,-1,0,1,2,3,0,5,20,4,-2,401
66,3,2,2,1,2,-2,1,1,-2,1,-1,-2,2,1,1,1,1,0,-3,-2,3,0,2,2,-1,2,1,0,0,1,1,1,1,2,2,2,3,-1,2,2,2,-1,-3,-3,2,-2,2,1,4,21,1,1,401
48,2,2,1,-1,1,-3,0,0,-2,0,-1,-2,0,0,0,0,0,0,-3,-2,2,1,3,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,-2,-3,1,-1,-2, ,-3,-3,-3,-3,3,0,4,22,2,2,401
47,2,3,2,-2,2,-3,1,0,1,2,3,-1,2,2,2,2,2,2,-3,1,2,3,3,2,2,2,2,2,2,1,1,3,3,2,0,1,2,-1,0,-1,-1,0,-3,-1,1,3,3,1,4,18,2,0,401
46,3,2,3,3,3,-3,0,0,0,3,3,-3,1,1,1,1,1,1,-2,1,0,-2,2,-1,0,-1,0,0,0,0,0,-1,-1,-2,-1,1,0,-3,-2,-3,-3,-3,-3,1,-1,-3,3,1,3,25,2,0,401
45,-2,-2,-2,-2,3,-3,-3,-3,2,3,3,2,-3,-3,-3,2,2,1,2,-2,2,2,-2,-3,-3,-3,-3,-3,-3,1,1,-2,-2,-2,0,2,2,-2,2,-2,2,2,-2,-2,-2,2,2,1,2,22,2,-3,401
44,2,2,2,-1,3,-3,1,1,1,1,-2,2,3,3,1,0,0,2,0,1,1,1,3,0,0,0,0,0,0,1,1,2,2,2,-3,3,2,-3,2,-2,-3,-2,-3,0,0,3,3,1,4,18,2,0,401
43,2,1,3,0,3,-3,0,0,1,1,2,-2,-2,-2,0,0,0,-1,-1,0,1,0,2,0,0,0,0,0,0,0,0,-1,2,1,0,-1,0,-1,0,-2,-2,-2,0,0,0,0,0,1,4,18,2,-3,401
42,1,1,2,-2,3,-3,0,2,0,3,2,-2,2,2,2,2,2,2,-3,2,-3,-2,3,-3,-2,-3,-1,0,0,-1,1,-2,-2,-2,-2,3,-2,-3,-3,-3,-3,-3,-3,2,-3,-3,3,1,4,20,2,-2,401
41,3,2,2,0,3,-3,0,0,-2,-2,-3,0,0,0,0,0,0,0,2,-2,-2,-3,3,0,0,-1,-1,-1,-1,-1,1,-1,-1,0,-1,2,2,-2,-2,0,-2,-3,0,-1,-1,-3,3,1,3,19,2,-2,401
40,3,3,2,3,3,-1,-2,-2,-3,-2,2,-3,3,0,0,0,3,0,0,-3,1,2,2,1,-3, ,-2,-3,-3,-1,1,2,3,1,-2,1,-3,-3,2,-3,-3,-3,-3,-3,2,2,1,0,5,20,5,-3,401
39,3,3,3,-3,2,-2,1,1,2,2, ,-2,2,2,2,2,3,3,-3,-1,0,2,2,3,3,2,2,2,2,1,1,-1,1,-2,-1,2,1,-2,0,-2,-2,-2,-3, ,-1,2,2,1,2,25,2,0,401
38,2,1,0,0,2,-2,-1,-1,-2,-1,0,-2,2,2,1,1,1,2,-2,-2,2,2,3,1,1,0,-1,-2,-2,-1,1,1,2,2,2,2,3,-1,0,-1,-1,0,-3,-3,1,1,2,1,5,20,5,0,401
37,2,2,-3,1,3,-3,1,1,2,3,-2,2,-3,-3,0,0,0,0,-3,-3,-3,0,2,-3,-3,-3,-3,-3,-3,1,1,-3,-3,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,2,20,2, ,401
36,1,1,1,-1,3,-3,0,0,1,3,2,1,-1,1,1,1,1,1,-3,-3,-3,3,3,1,1,0,0,0,0,-1,1,2,-1,-1,0,1,-1,-3,-3,-3,-3,-3,-3,-3,-3,0,3,1,4,23,4,3,401
35,1,1,1,0,2,-3,-1,-2,1,2,2,1,-3,-3,-3, ,0,0,-3,-3,-2,0,2,-3,-3,-3,-2,-2,-2,-1,1,0,0,0,-2,-1,-2,-2,0,0,-2,-2,-3,-3,-2,0,3,0,4,22,5,-2,401
34,3,3,3,3,3,-1,0,0,3,3,3,0,-3,-3,-3,0,-1,3,-3,-3,-3,-3,3,-3,-1,-2,-1,-3,-3,1,1,-3,-2,-2,-3,1,-2,-3,-2,-3,-3,-3,-1,-2,-2,-2,3,1,4,21,2,-3,401
33,2,1,1,0,3,-3,0,2,-3,-1,-2,-3,-2,-2,-2,1,1,-2,-3,-3,-2,-1,0,-3,-3,-3,-3,-3,-3,-1,1,0,0,-1,-3,1,-1,-3,1,-2,-3,-3,-3,-3,-1,-2,1,0,5,22,2,0,401
32,2,2,2,2,2,-1,0,-1,-2,-2,-2,-3,1,1,1,1,1,1,1,-2,1,2,2,2,2,2,-1,-1,-1,-1,1,3,3,3,1,3,1,-1,1,0,-1,-1,-1,-3,1,1,1,1,5,22,4,1,401
31,2,1,0,-1,3,-2,0,-1,2,3,2,-2,2,1,0,0,0,-2,-3,2,-3,-2,3,-2,-2,-2,-2,-2,-2,0,0,2,-2,-2,-2,2,2,-3,-3,-3,-3,-3,-3,2,-3,-3,3,1,4,21,2,-2,401
30,1,1,1,0,3,-3,0,-3,2,2,1,2,-2,-3,-3,-3,-3,-3,-3,0,-1,3,3,1,2,1,1,0,-3,1,1,1,1,0,2,0,1,-3,-3,2,-2,0,-3,0,-3,3,3,0,4,18,5,-3,401
29,3,2,2,-1,0,-3,0,0,0,0,0,0,3,2,0,0,0,0,3,2,3,3,2,1,-3,2,2,3,3,0,0,3,1,2,0,3,3,1,3,3,3,2,3,0,3,3,3,1,5,19,2,2,401
28,2,2,1,0,3,-3,2,-1,1,1,1,-1,1,1,1,1,0,1,2,-1,2,3,3,2,2,2,1,0,0,0,0,2,2,2,3,1,2,2,0,-1,-1,1,-1,-2,-1,3,3,0,3,21,2,2,401
27,2,1,0,0,2,-2,-1,-1,1,1,0,-2,0,-1,0,0,0,1,-2,-1,1,1,1,-1,0,-1,-1,-1,-2,1,1,1,-1,-2,1,1,0,-2,-1,-1,-2,-2,-2,-1,0,0,1,0,5,20,6,-1,401
26,1,-1,0,0,2,-2,-1,-1,0,2,0,0,2,0,0,0,0,1,1,-2,-2,3,1,-1,2,1,1,-1,-1,-1,1,1,0,1,-2,1,-3,-3,-3,-3,-3,-2,2,-3,-2,3,3,0,4,21,5,3,401
25,2,2,2,-1,3,-3,1,1,2,3,-2,2,-1,1,0,0,1,1,-2,1,1,0,3,-1,-2,-2,-1,-2,-2,0,0,2,2,2,-1,2,-2,-3,1,-3,-3,-3,-2,1,1,0,3,1,5,19,4,-2,401
24,1,1,-1,0,3,-3,-2,-3,2,2,2,2,0,0,0,0,0,0,-2,0,2,2,3,0,1,0,0,-2,-2,1,1,2,0,1,2,2,2,-1,2,-1,2,-1,-2,-1,2,1,2,1,5,19,2,2,401
23,3,2,3,2,3,-3,0,0,2,2,1,0,0,0,0,0,0,1,0,-1,-3,-3,2,0,1,0,1,-3,-3,-1,1,1,1,-1,1,2,-1,0,0,-1,-1,-1,-1,-2,-2,-2,2,1,4,19,4,1,401
22,1,1,3,0,3,-3,2,-2,1,2,-3,-2,2,2,1,0,0,2,-2,-2,-1,0,3,0,0,0,0,0,0,-1,1,-2,-2,-3,-3,2,-2,-3,-2,-3,-2,-3,-3,-3,-2,-1,2,1,4,18,5, ,401
21,1,2,1,-1,3,-3,-1,-2,0,0,-1,-1,-1,1,1,0,0,0,-2,3,0,0,3,1,2,3,0,0,0,0,0,2,2,1,-2,2,1,-2,2,-1,0,0,-3,2,2,0,3,1,4,21,2,2,401
19,2,2,2,0,3,-3,2,3,2,2,0,0,3,1,1,1,0,0,-3,1,1,2,2,0,0,0,0,0,0,-1,1,0,1,1,2,2,2,-1,2,0,1,0,-3,-1,-1,1,1,1,3,22,1,0,401
18,2,1,3,-1,3,-3,2,-1,0,1,0,-2,1,1,0,0,0,0,-3,-3,-3,1,3,-2,-2,-2,-2,-2,-2,-1,1,-1,-2,-3,1,0,0,-2,-2,-2,-3,-3,-3,-3,0,0,1,1,5,19,2, ,401
17,1,1,0,-2,3,-3,-1,-2,0,1,-1,1,2,2,2,2,2,2,-2,1,1,2,3,-2,-1,0,-3,-3,-3,0,0,-1,-1,0,2,2,2,-1,2,0,0,-1,-1,-2,1,0,2,1,5,20,3,-1,401
16,2,1,2,2,2,-2,0,0,0,0,0,0,1,1,0,0,0,0,-3,0,1,0,2,-2,-2,0,0,0,0,0,0,0,0,0,-2,0,-3,-3,0,-3,-3,-3,-3,1,-3,-3,1,1,4,20,2,-2,401
15,2,1,2,0,1,-2,0,0,1,1,0,0,0,0,0,0,0,0,-1,2,-2,0,2,-1,-2,-1,-1,-1,-2,-1,1,0,0,0,0,1,0,-3,1,0,0,-1,-3,-1,-3,0,3,1,4,19,5,-2,401
14,3,1,1,-1,2,-2,-1,-1,1,2,1,1,0,0,0,0,0,2,-2,1,-1,0,3,-1,0,-2,-1,0,0,0,0,2,1,1,-2,2,1,-3,1,-2,-2,-2,-3,-1,-2,0,2,1,3,23,3,-1,401
13,1,3,3,2,1,-3,0,0,0,1,1,0,0,1,0,0,0,1,-3,-2,-2,3,3,-2,-2,0,1,-3,-3,1,1,-1,0,1,-2,2,-1,-3,0,-2,-2,-2,-3,-2,-2,2,3,1,4,18,5,1,401
12,2,1,-2,0,1,-2,1,0,1,0,-1,0,0,0,0,0,0,0,2,0,0,3,3,-2,-2,-1,0,1,1,0,0,0,0,0,-1,1,0,-2,-2,-1,-2,-2,1,-2,-1,3,3,1,6,18,4,0,401
11,2,2,2,2,1,-2,0,0,0,2,2,-2,-3,-3,-3,-3,-3,0,-3,-3,-3,0,3,-2,-2,-2,-1,-2,-3,0,0,2,2,1,0,2,-2,-3,-1,-3,-3,-3,-3,-3,-3,0,3,1,4,18,3,-2,401
65,2,1,2,-1,2,-3,0,-1,-1,0,-1,-1,2,2,2,1,1,2,-3,3,-1,2,3,-3,-3,-2,-2,-2,-2,-1,1,-2,-2,-2,-1,3,2,-3,2,0,-1,0,-3,0,1,2,3,1,4,20,2,1,401
64,3,0,1,-1,3,-3,0,1,3,3,2,2,3,2,2,0,1,1,0,1,-3,1,3,-1,0,0,1,0,0,1,1,2,0,2,2,2,2,-2,3,0,2,-3,0,0,0,0,3,1,4,22,2,0,401
63,1,0,0,-1,3,-3,0,0,0,3,1,0,2,1,1,1,1,0,1,3,3,1,3,1,0,-1,-1,0,0,0,0,2,1,0,0,2,2,-1,2,-2,-2,-2,0,2,2,2,2,1,4,20,2,0,401
62,2,2,1,-2,3,-3,2,2,3,2,-2,-2,3,1,1,1,1,1,3,-2,3,-2,3,2,2,-2,-3,-3,-3,0,0,3,1,2,-3,3,3,-3,-3,-3,-3,-3,-3,-3,1,-3,3,1,5,20,4,2,401
61,3,2,2,2,2,-2,-3,-2,0,0,2,0,1,1,0,0,0,1,-3,-3,-2,3,3,0,0,0,1,-3,-3,-1,1,3,3,3,-3,2,-3,-3,0,0,0,-3,-3,-3,-3,3,3,1,5,19,2,2,401
60,2,2,3,2,3,-3,1,0,0,0,-1,-3,3,2,1,0,0,0,1,-3,-2,3,3,0,0,0,0,0,0,1,1,1,1,1,2,1,-2,-2,-2,-2,-2,-2,2,-3,1,3,3,0,4,21,2,0,401
59,2,3,0,0,0,-3,0,0,1,2,3,0,-2,0,-2,2,2,2,2,-2,2,2,2,-3,-3,-3,-3,-3,-3,0,0,1,1,1,-3,2,-3,-3,-3,-3,-3,-3,2,-3,-3, ,2,0,4,22,5,-3,401
58,1,2,2,-1,2,-3,-1,0,3,3,3,2,-3,-3,-3,2,2,2,-3,-2,-2,0,3,-3,-3,-3,-3,-3,-3,1,1,-2,-1,-3,-3,0,0,-3,0,-2,-2,-2,-3,-3,-2,1,3,1,4,19,4,-3,401
57,0,-2,-2,2,3,3,-2,-2,3,3,3,1,-3,-3,-3,0,2,1,-3,1,-3,1,3,-3,-3,-3,-3,-3,-3,1,1,-3,-3,-3,0,0,0,-3,-3,-3,-3,-3,-3,2,-3,2,2,1,4,20,2,-3,401
56,1,1,1,-2,3,-3,-1,-3,2,2,2,-3,-3,-3,-3,0,3,3,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,-3,-1,1,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,1,4,19,5,-3,401
55,1,2,-1,-1,3,-3,1,2,1,2,2,-1,0,0,0,0,0,1,-3,1,2,2,3,-3,-3,-3,-3,-3,-3,0,0,0,0,1,0,0,0,0,0,0,0,0,-3,1,2,1,2,1,4,19,3,1,401
54,3,2,2,2,3,-3,0,-1,1,3,1,0,1,1,0,0,1,1,2,0,1,3,3,1,2,-1,2,-2,-3,0,0,2,1,0,3,2,3,-1,1,0,-2,-3,1,-3,2,3,3,0,2,24,5,0,401
53,2,1,1, ,3,-2,0,1,-1,2,-1,1,-1,0,-1,-1,-1,-1,-2,2,2,2,3,-2,-2,-1,0,0,0,-1,1,-1,-1,-1,-1,1,0,-2,0,-2,-2,-2,-3,1,-2,0,3,1,4,20,5,-1,401
52,1,2,0,0,2,-3,-1,-2,1,1,2,0,0,0,0,0,0,0,-3,-1,2,2,3,-3,-3,-3,-2,-2,-3,1,1,0,0,0,-3,1,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,5,20,2,-2,401
51,2,1,2,2,3,-2,0,0,-1,-1,-2,-2,-2,-2,1,-1,0,2,-3,-2,-2,0,3,-2,-2,-2,-2,-2,-2,-1,1,-1,0,-1,-2,2,0,-2,0,-2,-2,-2,-3,-2,-2,1,3,0,4,19,2,-1,401
50,3,3,3,-1,3,-3,-3,1,-2,3,-2,-3,-1,-1,-1,-1,-1,-1,-3,-3,-3,-3,3,-1,-1,-1,-1,2,-3,0,0,-2,-2,-2,-3,-2,-3,-3,-3,-3,-3,-3,-3,2,-3,-3,2,1,4,19,2,-3,401
49,2,2,1,-2,3,-3,0,2,2,1,2,0,2,1,-2,0,0,0,-3,-3,-1,2,1,-2,0,0,1,-1,-1,-1,1,0,1,-1,2,2,0,-2,-2,-1,0,0,-3,-3,-1,2,2,0,3,20,5,-1,401
8,2,2,1,-2,3,-2,-2,-1,-2,0,1,0,0,0,0,0,0,1,-3,2,1,2,3,-2,-1,-2,-2,-3,-3,0,0,-2,-3,-3,0,2,2,-3,0,0,0,0,-3,1,-2,3,3,1,6,19,3,1,401
7,2,2,2,0,1,-2,0,0,1,2,0,-2,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,2,0,-2,-2,-1,0,0,-1,-1,-1,-1,-1,1,4,21,3,-1,401
6,2,-1,1,-1,3,-3,-3,1,2,3,2,3,2,0,0,0,0,2,-3,0,0,0,3,0,0,0,0,3,1,-1,1,2,1,1,1,2,2, ,2,0,0,2,-3,-3,1,0,3,1,4,18,4,-3,401
5,0,2,1,2,3,-3,1,2,2,2,1,0,1,1,1,1,1,1,1,2,-2,2,2,1,2,0,0,1,1,1,1,2,2,1,-2,1,0,-3,-3,-3,-3,-3,1,1,-3,1,1,1,5,18,1,-1,401
4,1,-2,-2,1,3,-3,-1,1,2,1,-2,2,-3,-1,0,0,3,-1,1,-3,-2,3,3,1,1,1,-1,-3,-3,1,1,0,0,-1,-1,1,1,-3,2,1,1,-1,-2,-2,1,3,3,1,2,21,2,-3,401
3,2,2,1,0,1,-3,0,-1,1,2,1,-1,2,2,2,2,2,2,-1,-1,3,3,3,0,0,0,1,-1,-1,1,1,1,2,2,3,2,0,-2,0,-1,-1,0,-2,0,3,3,3,1,3,18,6,-1,401
2,2,2,2,2,1,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,-3,-3,-3,2,2,-2,-2,-2,-3,-3,-3,1,1,2,2,2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-1,2,2,1,4,21,3,0,401
1,1,2,1,-1,3,-2,0,0,-2,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,2,0,2,-1,-1,0,0,0,0,0,0,1,0,-1,-2,1,0,-3,-3,-3,-2,-1,0,0,0,0,2,1,5,18,2,0,401
10,3,3,2,0,1,-2,-1,-2,0,3,0,0,2,2,2,2,2,2,2,-3,-2,0,3,-3,-2,-2,-2,-2,-2,1,1,-1,0,0,1,0,0,-1,-1,-1,-1,-3,0,-3,-2,0,3,1,4,25,5,0,401
9,2,3,2,3,2,-2,1,2,1,1,0,2,1,1,0,0,0,0,-2,-1,-2,0,3,0,-1,0,0,0,0,1,1,2,2,2,-1,2,1,-3,-2,-1,-1,-2,-2,0,-2,0,2,1,5,17,2,2,401
70,2,2,2,2,2,-2,1,1,2,2,1,-1,2,2,2,2,2,2,-2,1,-1,2,3,1,1,1,1,0,0,1,1,1,1,1,-2,2,-2,-2,2,-2,-1,-2,-3,-1,-1,-1,2,1,4,18,3,-1,401
71,2,2,0,0,3,-3,1,1,1,0,-1,-2,3,2,1,2,2,3,-2,-2,0,0,3,0,0,0,0,0,0,0,1,1,0,1,-3,3,3,-3,0,-3,-3,-3,-3,-3,-3,0,3,1,4,18,5,0,401
72,3,3,2,1,2,-2,0,0,2,2,2,1,3,3,1,0,0,0,-2,2,2,-2,3,2,2,2,2,2,2,1,0,2,2,2,-3,0,2,-3,0,-2,-2,-1,-3,1,2,-3,3,1,4,18,3,0,401
73,3,2,3,-2,2,-2,0,0,1,1,-1,1,0,0,0,0,0,-1,3,2,2,2,2,2,2,2,3,3,3,-1,0,2,2,2,0,3,3,-2,2,-1,-2,-3,2,2,2,2,2,1,4,18,2,3,401
74,2,1,2,1,3,-2,3,-1,-1,0,-2,-1,2,2,1,0,0,0,-3,0,2,2,2,-2,-2,-2,-3,-3,-3,0,1,0,-1,-1,-2,-1,-2,-2,-2,-3,0,-1,-3,-1,0,0,1,1,5,23,3,-1,401
75,2,1,2,2,3,-3,0,1,-2,-1,1,-2,2,3,2,2,2,3,-1,-1,1,2,3,3,3,3,2,1,0,1,0,3,3,3,0,2,3,2,1,1,0,0,0,0,1,2,3,1,4,20,2,3,401
76,-1,1,-2,-2,0,-3,-3,0,1,2,2,2,-3,-3,-3,0,2,0,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,-3,-1,0,2,1,2,-3,0,-2,-3,0,-3,-2,-3,-3,-3,-3,-3,1,1,2,19,2,-3,401
77,2,1,2,-1,2,-1,2,1,2,1,1,-1,2,2,2,1,1,1,-1,-1,-1,0,2,-1,-1,-1,-1,-2,-2,0,1,1,1,1,0,1,-1,-2,1,2,1,-1,-1,-1,-1,0,2,1,6,19,2,-1,401
78,1,1,0,-1,2,-1,0,0,0,2,-1,1,0,0,0,0,0,0,-3,-1,1,1,3,-2,-2,-2,-2,-2,-2,-1,0,3,3,3,3,3,1,-3,-3,-3,-3,-3,-3,0,-3,2,3,1,6,19,2,-1,401
79,2,2,1,-1,3,-3,-1,-1,2,3,0,0,2,2, ,0,0,0,-1,0,-1,1,0,1,1,2,2,0,0,1,0,-2,2,3,1,2,2,1,1,1,1,1,-3,1,1,1,1,1,5,19,5,0,401
80,3,2,2,-1,3,-3,2,-2,3,3,2,0,1,1,0,0,0,2,-3,1,1,0,2,-2,1,-2,-3,-3,-3,-1,0,-1,0,-2,-1,2, ,2,0,1, ,-2,-3,-1,2,0,3,1,6,20,5,0,401
81,1,1,1,1,0,-3,-2,-3,1,0,0,1,-2,0,-1,0,1,2,-3,-3,-3,3,3,-1,-1,0,0,0,0,0,1,0,0,-1,0,1,-1,-3,0,-2,-1,-3,-3,-3,-3,2,3,1,4,20,5,-2,401
82,3,3,3,1,2,-3,0,0,0,0,1,-2,0,0,0,0,0,0,-1,-2,-3,-2,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,1,4,19,4,0,401
83,2,1,1,2,3,-3,0,1,2,3,3,-2,1,1,2,1,1,2,-3,2,2,1,3,-3,-1,-3,-2,-3,-3,1,0,2,2,1,-3,2,-3,-3,2,-3,-3,-3,-3,1,-3,2,2,1,4,30,2,0,401
84,1,1,-2,-1,3,-3,-1,-2,-3,2,-2,-3,2,2,1,1,1,-3,-3,-3,-3,3,3,-2,1,-3,-3,-3,-3,1,0,-2,-2,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,3,1,4,21,1,0,401
85,2,2,1,2,3,-2,1,0,1,1,0,-1,1,0,-1,0,0,0,-1,0,-1,-1,1,2,2,2,1,0,0,-1,0,2,1,1,0,-1,0,-2,-1,-3,-1,0,0,-1,-1,0,0,1,4,21,1,2,401
86,2,2,3,-1,3,-2,2,2,2,2,0,2,2,2,2,0,0,2,0,1,2,2,3,2,2,2,1,0,0,-1,0,2,2,1,-1,1,1,-2,-1,0,-1,-1,-2,-2,-1,0,2,1,3,20,2, ,401
